frase,codice
12 volte 14,print(12 * 14)
calcola 12 per 14,print(12 * 14)
moltiplica 12 per 15,print(12 * 15)
12 volte 15,print(12 * 15)
calcola 12 per 15,print(12 * 15)
moltiplica 12 per 16,print(12 * 16)
12 volte 16,print(12 * 16)
calcola 12 per 16,print(12 * 16)
moltiplica 12 per 17,print(12 * 17)
12 volte 17,print(12 * 17)
calcola 12 per 17,print(12 * 17)
moltiplica 12 per 18,print(12 * 18)
12 volte 18,print(12 * 18)
calcola 12 per 18,print(12 * 18)
moltiplica 12 per 19,print(12 * 19)
12 volte 19,print(12 * 19)
calcola 12 per 19,print(12 * 19)
moltiplica 12 per 20,print(12 * 20)
12 volte 20,print(12 * 20)
calcola 12 per 20,print(12 * 20)
moltiplica 13 per 0,print(13 * 0)
13 volte 0,print(13 * 0)
calcola 13 per 0,print(13 * 0)
moltiplica 13 per 1,print(13 * 1)
13 volte 1,print(13 * 1)
calcola 13 per 1,print(13 * 1)
moltiplica 13 per 2,print(13 * 2)
13 volte 2,print(13 * 2)
calcola 13 per 2,print(13 * 2)
moltiplica 13 per 3,print(13 * 3)
13 volte 3,print(13 * 3)
calcola 13 per 3,print(13 * 3)
moltiplica 13 per 4,print(13 * 4)
13 volte 4,print(13 * 4)
calcola 13 per 4,print(13 * 4)
moltiplica 13 per 5,print(13 * 5)
13 volte 5,print(13 * 5)
calcola 13 per 5,print(13 * 5)
moltiplica 13 per 6,print(13 * 6)
13 volte 6,print(13 * 6)
calcola 13 per 6,print(13 * 6)
moltiplica 13 per 7,print(13 * 7)
13 volte 7,print(13 * 7)
calcola 13 per 7,print(13 * 7)
moltiplica 13 per 8,print(13 * 8)
13 volte 8,print(13 * 8)
calcola 13 per 8,print(13 * 8)
moltiplica 13 per 9,print(13 * 9)
13 volte 9,print(13 * 9)
calcola 13 per 9,print(13 * 9)
moltiplica 13 per 10,print(13 * 10)
13 volte 10,print(13 * 10)
calcola 13 per 10,print(13 * 10)
moltiplica 13 per 11,print(13 * 11)
13 volte 11,print(13 * 11)
calcola 13 per 11,print(13 * 11)
moltiplica 13 per 12,print(13 * 12)
13 volte 12,print(13 * 12)
calcola 13 per 12,print(13 * 12)
moltiplica 13 per 13,print(13 * 13)
13 volte 13,print(13 * 13)
calcola 13 per 13,print(13 * 13)
moltiplica 13 per 14,print(13 * 14)
13 volte 14,print(13 * 14)
calcola 13 per 14,print(13 * 14)
moltiplica 13 per 15,print(13 * 15)
13 volte 15,print(13 * 15)
calcola 13 per 15,print(13 * 15)
moltiplica 13 per 16,print(13 * 16)
13 volte 16,print(13 * 16)
calcola 13 per 16,print(13 * 16)
moltiplica 13 per 17,print(13 * 17)
13 volte 17,print(13 * 17)
calcola 13 per 17,print(13 * 17)
moltiplica 13 per 18,print(13 * 18)
13 volte 18,print(13 * 18)
calcola 13 per 18,print(13 * 18)
moltiplica 13 per 19,print(13 * 19)
13 volte 19,print(13 * 19)
calcola 13 per 19,print(13 * 19)
moltiplica 13 per 20,print(13 * 20)
13 volte 20,print(13 * 20)
calcola 13 per 20,print(13 * 20)
moltiplica 14 per 0,print(14 * 0)
14 volte 0,print(14 * 0)
calcola 14 per 0,print(14 * 0)
moltiplica 14 per 1,print(14 * 1)
14 volte 1,print(14 * 1)
calcola 14 per 1,print(14 * 1)
moltiplica 14 per 2,print(14 * 2)
14 volte 2,print(14 * 2)
calcola 14 per 2,print(14 * 2)
moltiplica 14 per 3,print(14 * 3)
14 volte 3,print(14 * 3)
calcola 14 per 3,print(14 * 3)
moltiplica 14 per 4,print(14 * 4)
14 volte 4,print(14 * 4)
calcola 14 per 4,print(14 * 4)
moltiplica 14 per 5,print(14 * 5)
14 volte 5,print(14 * 5)
calcola 14 per 5,print(14 * 5)
moltiplica 14 per 6,print(14 * 6)
14 volte 6,print(14 * 6)
calcola 14 per 6,print(14 * 6)
moltiplica 14 per 7,print(14 * 7)
14 volte 7,print(14 * 7)
calcola 14 per 7,print(14 * 7)
moltiplica 14 per 8,print(14 * 8)
14 volte 8,print(14 * 8)
calcola 14 per 8,print(14 * 8)
moltiplica 14 per 9,print(14 * 9)
14 volte 9,print(14 * 9)
calcola 14 per 9,print(14 * 9)
moltiplica 14 per 10,print(14 * 10)
14 volte 10,print(14 * 10)
calcola 14 per 10,print(14 * 10)
moltiplica 14 per 11,print(14 * 11)
14 volte 11,print(14 * 11)
calcola 14 per 11,print(14 * 11)
moltiplica 14 per 12,print(14 * 12)
14 volte 12,print(14 * 12)
calcola 14 per 12,print(14 * 12)
moltiplica 14 per 13,print(14 * 13)
14 volte 13,print(14 * 13)
calcola 14 per 13,print(14 * 13)
moltiplica 14 per 14,print(14 * 14)
14 volte 14,print(14 * 14)
calcola 14 per 14,print(14 * 14)
moltiplica 14 per 15,print(14 * 15)
14 volte 15,print(14 * 15)
calcola 14 per 15,print(14 * 15)
moltiplica 14 per 16,print(14 * 16)
14 volte 16,print(14 * 16)
calcola 14 per 16,print(14 * 16)
moltiplica 14 per 17,print(14 * 17)
14 volte 17,print(14 * 17)
calcola 14 per 17,print(14 * 17)
moltiplica 14 per 18,print(14 * 18)
14 volte 18,print(14 * 18)
calcola 14 per 18,print(14 * 18)
moltiplica 14 per 19,print(14 * 19)
14 volte 19,print(14 * 19)
calcola 14 per 19,print(14 * 19)
moltiplica 14 per 20,print(14 * 20)
14 volte 20,print(14 * 20)
calcola 14 per 20,print(14 * 20)
moltiplica 15 per 0,print(15 * 0)
15 volte 0,print(15 * 0)
calcola 15 per 0,print(15 * 0)
moltiplica 15 per 1,print(15 * 1)
15 volte 1,print(15 * 1)
calcola 15 per 1,print(15 * 1)
moltiplica 15 per 2,print(15 * 2)
15 volte 2,print(15 * 2)
calcola 15 per 2,print(15 * 2)
moltiplica 15 per 3,print(15 * 3)
15 volte 3,print(15 * 3)
calcola 15 per 3,print(15 * 3)
moltiplica 15 per 4,print(15 * 4)
15 volte 4,print(15 * 4)
calcola 15 per 4,print(15 * 4)
moltiplica 15 per 5,print(15 * 5)
15 volte 5,print(15 * 5)
calcola 15 per 5,print(15 * 5)
moltiplica 15 per 6,print(15 * 6)
15 volte 6,print(15 * 6)
calcola 15 per 6,print(15 * 6)
moltiplica 15 per 7,print(15 * 7)
15 volte 7,print(15 * 7)
calcola 15 per 7,print(15 * 7)
moltiplica 15 per 8,print(15 * 8)
15 volte 8,print(15 * 8)
calcola 15 per 8,print(15 * 8)
moltiplica 15 per 9,print(15 * 9)
15 volte 9,print(15 * 9)
calcola 15 per 9,print(15 * 9)
moltiplica 15 per 10,print(15 * 10)
15 volte 10,print(15 * 10)
calcola 15 per 10,print(15 * 10)
moltiplica 15 per 11,print(15 * 11)
15 volte 11,print(15 * 11)
calcola 15 per 11,print(15 * 11)
moltiplica 15 per 12,print(15 * 12)
15 volte 12,print(15 * 12)
calcola 15 per 12,print(15 * 12)
moltiplica 15 per 13,print(15 * 13)
15 volte 13,print(15 * 13)
calcola 15 per 13,print(15 * 13)
moltiplica 15 per 14,print(15 * 14)
15 volte 14,print(15 * 14)
calcola 15 per 14,print(15 * 14)
moltiplica 15 per 15,print(15 * 15)
15 volte 15,print(15 * 15)
calcola 15 per 15,print(15 * 15)
moltiplica 15 per 16,print(15 * 16)
15 volte 16,print(15 * 16)
calcola 15 per 16,print(15 * 16)
moltiplica 15 per 17,print(15 * 17)
15 volte 17,print(15 * 17)
calcola 15 per 17,print(15 * 17)
moltiplica 15 per 18,print(15 * 18)
15 volte 18,print(15 * 18)
calcola 15 per 18,print(15 * 18)
moltiplica 15 per 19,print(15 * 19)
15 volte 19,print(15 * 19)
calcola 15 per 19,print(15 * 19)
moltiplica 15 per 20,print(15 * 20)
15 volte 20,print(15 * 20)
calcola 15 per 20,print(15 * 20)
moltiplica 16 per 0,print(16 * 0)
16 volte 0,print(16 * 0)
calcola 16 per 0,print(16 * 0)
moltiplica 16 per 1,print(16 * 1)
16 volte 1,print(16 * 1)
calcola 16 per 1,print(16 * 1)
moltiplica 16 per 2,print(16 * 2)
16 volte 2,print(16 * 2)
calcola 16 per 2,print(16 * 2)
moltiplica 16 per 3,print(16 * 3)
16 volte 3,print(16 * 3)
calcola 16 per 3,print(16 * 3)
moltiplica 16 per 4,print(16 * 4)
16 volte 4,print(16 * 4)
calcola 16 per 4,print(16 * 4)
moltiplica 16 per 5,print(16 * 5)
16 volte 5,print(16 * 5)
calcola 16 per 5,print(16 * 5)
moltiplica 16 per 6,print(16 * 6)
16 volte 6,print(16 * 6)
calcola 16 per 6,print(16 * 6)
moltiplica 16 per 7,print(16 * 7)
16 volte 7,print(16 * 7)
calcola 16 per 7,print(16 * 7)
moltiplica 16 per 8,print(16 * 8)
16 volte 8,print(16 * 8)
calcola 16 per 8,print(16 * 8)
moltiplica 16 per 9,print(16 * 9)
16 volte 9,print(16 * 9)
calcola 16 per 9,print(16 * 9)
moltiplica 16 per 10,print(16 * 10)
16 volte 10,print(16 * 10)
calcola 16 per 10,print(16 * 10)
moltiplica 16 per 11,print(16 * 11)
16 volte 11,print(16 * 11)
calcola 16 per 11,print(16 * 11)
moltiplica 16 per 12,print(16 * 12)
16 volte 12,print(16 * 12)
calcola 16 per 12,print(16 * 12)
moltiplica 16 per 13,print(16 * 13)
16 volte 13,print(16 * 13)
calcola 16 per 13,print(16 * 13)
moltiplica 16 per 14,print(16 * 14)
16 volte 14,print(16 * 14)
calcola 16 per 14,print(16 * 14)
moltiplica 16 per 15,print(16 * 15)
16 volte 15,print(16 * 15)
calcola 16 per 15,print(16 * 15)
moltiplica 16 per 16,print(16 * 16)
16 volte 16,print(16 * 16)
calcola 16 per 16,print(16 * 16)
moltiplica 16 per 17,print(16 * 17)
16 volte 17,print(16 * 17)
calcola 16 per 17,print(16 * 17)
moltiplica 16 per 18,print(16 * 18)
16 volte 18,print(16 * 18)
calcola 16 per 18,print(16 * 18)
moltiplica 16 per 19,print(16 * 19)
16 volte 19,print(16 * 19)
calcola 16 per 19,print(16 * 19)
moltiplica 16 per 20,print(16 * 20)
16 volte 20,print(16 * 20)
calcola 16 per 20,print(16 * 20)
moltiplica 17 per 0,print(17 * 0)
17 volte 0,print(17 * 0)
calcola 17 per 0,print(17 * 0)
moltiplica 17 per 1,print(17 * 1)
17 volte 1,print(17 * 1)
calcola 17 per 1,print(17 * 1)
moltiplica 17 per 2,print(17 * 2)
17 volte 2,print(17 * 2)
calcola 17 per 2,print(17 * 2)
moltiplica 17 per 3,print(17 * 3)
17 volte 3,print(17 * 3)
calcola 17 per 3,print(17 * 3)
moltiplica 17 per 4,print(17 * 4)
17 volte 4,print(17 * 4)
calcola 17 per 4,print(17 * 4)
moltiplica 17 per 5,print(17 * 5)
17 volte 5,print(17 * 5)
calcola 17 per 5,print(17 * 5)
moltiplica 17 per 6,print(17 * 6)
17 volte 6,print(17 * 6)
calcola 17 per 6,print(17 * 6)
moltiplica 17 per 7,print(17 * 7)
17 volte 7,print(17 * 7)
calcola 17 per 7,print(17 * 7)
moltiplica 17 per 8,print(17 * 8)
17 volte 8,print(17 * 8)
calcola 17 per 8,print(17 * 8)
moltiplica 17 per 9,print(17 * 9)
17 volte 9,print(17 * 9)
calcola 17 per 9,print(17 * 9)
moltiplica 17 per 10,print(17 * 10)
17 volte 10,print(17 * 10)
calcola 17 per 10,print(17 * 10)
moltiplica 17 per 11,print(17 * 11)
17 volte 11,print(17 * 11)
calcola 17 per 11,print(17 * 11)
moltiplica 17 per 12,print(17 * 12)
17 volte 12,print(17 * 12)
calcola 17 per 12,print(17 * 12)
moltiplica 17 per 13,print(17 * 13)
17 volte 13,print(17 * 13)
calcola 17 per 13,print(17 * 13)
moltiplica 17 per 14,print(17 * 14)
17 volte 14,print(17 * 14)
calcola 17 per 14,print(17 * 14)
moltiplica 17 per 15,print(17 * 15)
17 volte 15,print(17 * 15)
calcola 17 per 15,print(17 * 15)
moltiplica 17 per 16,print(17 * 16)
17 volte 16,print(17 * 16)
calcola 17 per 16,print(17 * 16)
moltiplica 17 per 17,print(17 * 17)
17 volte 17,print(17 * 17)
calcola 17 per 17,print(17 * 17)
moltiplica 17 per 18,print(17 * 18)
17 volte 18,print(17 * 18)
calcola 17 per 18,print(17 * 18)
moltiplica 17 per 19,print(17 * 19)
17 volte 19,print(17 * 19)
calcola 17 per 19,print(17 * 19)
moltiplica 17 per 20,print(17 * 20)
17 volte 20,print(17 * 20)
calcola 17 per 20,print(17 * 20)
moltiplica 18 per 0,print(18 * 0)
18 volte 0,print(18 * 0)
calcola 18 per 0,print(18 * 0)
moltiplica 18 per 1,print(18 * 1)
18 volte 1,print(18 * 1)
calcola 18 per 1,print(18 * 1)
moltiplica 18 per 2,print(18 * 2)
18 volte 2,print(18 * 2)
calcola 18 per 2,print(18 * 2)
moltiplica 18 per 3,print(18 * 3)
18 volte 3,print(18 * 3)
calcola 18 per 3,print(18 * 3)
moltiplica 18 per 4,print(18 * 4)
18 volte 4,print(18 * 4)
calcola 18 per 4,print(18 * 4)
moltiplica 18 per 5,print(18 * 5)
18 volte 5,print(18 * 5)
calcola 18 per 5,print(18 * 5)
moltiplica 18 per 6,print(18 * 6)
18 volte 6,print(18 * 6)
calcola 18 per 6,print(18 * 6)
moltiplica 18 per 7,print(18 * 7)
18 volte 7,print(18 * 7)
calcola 18 per 7,print(18 * 7)
moltiplica 18 per 8,print(18 * 8)
18 volte 8,print(18 * 8)
calcola 18 per 8,print(18 * 8)
moltiplica 18 per 9,print(18 * 9)
18 volte 9,print(18 * 9)
calcola 18 per 9,print(18 * 9)
moltiplica 18 per 10,print(18 * 10)
18 volte 10,print(18 * 10)
calcola 18 per 10,print(18 * 10)
moltiplica 18 per 11,print(18 * 11)
18 volte 11,print(18 * 11)
calcola 18 per 11,print(18 * 11)
moltiplica 18 per 12,print(18 * 12)
18 volte 12,print(18 * 12)
calcola 18 per 12,print(18 * 12)
moltiplica 18 per 13,print(18 * 13)
18 volte 13,print(18 * 13)
calcola 18 per 13,print(18 * 13)
moltiplica 18 per 14,print(18 * 14)
18 volte 14,print(18 * 14)
calcola 18 per 14,print(18 * 14)
moltiplica 18 per 15,print(18 * 15)
18 volte 15,print(18 * 15)
calcola 18 per 15,print(18 * 15)
moltiplica 18 per 16,print(18 * 16)
18 volte 16,print(18 * 16)
calcola 18 per 16,print(18 * 16)
moltiplica 18 per 17,print(18 * 17)
18 volte 17,print(18 * 17)
calcola 18 per 17,print(18 * 17)
moltiplica 18 per 18,print(18 * 18)
18 volte 18,print(18 * 18)
calcola 18 per 18,print(18 * 18)
moltiplica 18 per 19,print(18 * 19)
18 volte 19,print(18 * 19)
calcola 18 per 19,print(18 * 19)
moltiplica 18 per 20,print(18 * 20)
18 volte 20,print(18 * 20)
calcola 18 per 20,print(18 * 20)
moltiplica 19 per 0,print(19 * 0)
19 volte 0,print(19 * 0)
calcola 19 per 0,print(19 * 0)
moltiplica 19 per 1,print(19 * 1)
19 volte 1,print(19 * 1)
calcola 19 per 1,print(19 * 1)
moltiplica 19 per 2,print(19 * 2)
19 volte 2,print(19 * 2)
calcola 19 per 2,print(19 * 2)
moltiplica 19 per 3,print(19 * 3)
19 volte 3,print(19 * 3)
calcola 19 per 3,print(19 * 3)
moltiplica 19 per 4,print(19 * 4)
19 volte 4,print(19 * 4)
calcola 19 per 4,print(19 * 4)
moltiplica 19 per 5,print(19 * 5)
19 volte 5,print(19 * 5)
calcola 19 per 5,print(19 * 5)
moltiplica 19 per 6,print(19 * 6)
19 volte 6,print(19 * 6)
calcola 19 per 6,print(19 * 6)
moltiplica 19 per 7,print(19 * 7)
19 volte 7,print(19 * 7)
calcola 19 per 7,print(19 * 7)
moltiplica 19 per 8,print(19 * 8)
19 volte 8,print(19 * 8)
calcola 19 per 8,print(19 * 8)
moltiplica 19 per 9,print(19 * 9)
19 volte 9,print(19 * 9)
calcola 19 per 9,print(19 * 9)
moltiplica 19 per 10,print(19 * 10)
19 volte 10,print(19 * 10)
calcola 19 per 10,print(19 * 10)
moltiplica 19 per 11,print(19 * 11)
19 volte 11,print(19 * 11)
calcola 19 per 11,print(19 * 11)
moltiplica 19 per 12,print(19 * 12)
19 volte 12,print(19 * 12)
calcola 19 per 12,print(19 * 12)
moltiplica 19 per 13,print(19 * 13)
19 volte 13,print(19 * 13)
calcola 19 per 13,print(19 * 13)
moltiplica 19 per 14,print(19 * 14)
19 volte 14,print(19 * 14)
calcola 19 per 14,print(19 * 14)
moltiplica 19 per 15,print(19 * 15)
19 volte 15,print(19 * 15)
calcola 19 per 15,print(19 * 15)
moltiplica 19 per 16,print(19 * 16)
19 volte 16,print(19 * 16)
calcola 19 per 16,print(19 * 16)
moltiplica 19 per 17,print(19 * 17)
19 volte 17,print(19 * 17)
calcola 19 per 17,print(19 * 17)
moltiplica 19 per 18,print(19 * 18)
19 volte 18,print(19 * 18)
calcola 19 per 18,print(19 * 18)
moltiplica 19 per 19,print(19 * 19)
19 volte 19,print(19 * 19)
calcola 19 per 19,print(19 * 19)
moltiplica 19 per 20,print(19 * 20)
19 volte 20,print(19 * 20)
calcola 19 per 20,print(19 * 20)
moltiplica 20 per 0,print(20 * 0)
20 volte 0,print(20 * 0)
calcola 20 per 0,print(20 * 0)
moltiplica 20 per 1,print(20 * 1)
20 volte 1,print(20 * 1)
calcola 20 per 1,print(20 * 1)
moltiplica 20 per 2,print(20 * 2)
20 volte 2,print(20 * 2)
calcola 20 per 2,print(20 * 2)
moltiplica 20 per 3,print(20 * 3)
20 volte 3,print(20 * 3)
calcola 20 per 3,print(20 * 3)
moltiplica 20 per 4,print(20 * 4)
20 volte 4,print(20 * 4)
calcola 20 per 4,print(20 * 4)
moltiplica 20 per 5,print(20 * 5)
20 volte 5,print(20 * 5)
calcola 20 per 5,print(20 * 5)
moltiplica 20 per 6,print(20 * 6)
20 volte 6,print(20 * 6)
calcola 20 per 6,print(20 * 6)
moltiplica 20 per 7,print(20 * 7)
20 volte 7,print(20 * 7)
calcola 20 per 7,print(20 * 7)
moltiplica 20 per 8,print(20 * 8)
20 volte 8,print(20 * 8)
calcola 20 per 8,print(20 * 8)
moltiplica 20 per 9,print(20 * 9)
20 volte 9,print(20 * 9)
calcola 20 per 9,print(20 * 9)
moltiplica 20 per 10,print(20 * 10)
20 volte 10,print(20 * 10)
calcola 20 per 10,print(20 * 10)
moltiplica 20 per 11,print(20 * 11)
20 volte 11,print(20 * 11)
calcola 20 per 11,print(20 * 11)
moltiplica 20 per 12,print(20 * 12)
20 volte 12,print(20 * 12)
calcola 20 per 12,print(20 * 12)
moltiplica 20 per 13,print(20 * 13)
20 volte 13,print(20 * 13)
calcola 20 per 13,print(20 * 13)
moltiplica 20 per 14,print(20 * 14)
20 volte 14,print(20 * 14)
calcola 20 per 14,print(20 * 14)
moltiplica 20 per 15,print(20 * 15)
20 volte 15,print(20 * 15)
calcola 20 per 15,print(20 * 15)
moltiplica 20 per 16,print(20 * 16)
20 volte 16,print(20 * 16)
calcola 20 per 16,print(20 * 16)
moltiplica 20 per 17,print(20 * 17)
20 volte 17,print(20 * 17)
calcola 20 per 17,print(20 * 17)
moltiplica 20 per 18,print(20 * 18)
20 volte 18,print(20 * 18)
calcola 20 per 18,print(20 * 18)
moltiplica 20 per 19,print(20 * 19)
20 volte 19,print(20 * 19)
calcola 20 per 19,print(20 * 19)
moltiplica 20 per 20,print(20 * 20)
20 volte 20,print(20 * 20)
calcola 20 per 20,print(20 * 20)
dividi 1 per 1,print(1 / 1)
1 diviso 1,print(1 / 1)
dividi 1 per 3,print(1 / 3)
1 diviso 3,print(1 / 3)
dividi 1 per 5,print(1 / 5)
1 diviso 5,print(1 / 5)
dividi 1 per 7,print(1 / 7)
1 diviso 7,print(1 / 7)
dividi 1 per 9,print(1 / 9)
1 diviso 9,print(1 / 9)
dividi 1 per 11,print(1 / 11)
1 diviso 11,print(1 / 11)
dividi 1 per 13,print(1 / 13)
1 diviso 13,print(1 / 13)
dividi 1 per 15,print(1 / 15)
1 diviso 15,print(1 / 15)
dividi 1 per 17,print(1 / 17)
1 diviso 17,print(1 / 17)
dividi 1 per 19,print(1 / 19)
1 diviso 19,print(1 / 19)
dividi 6 per 1,print(6 / 1)
6 diviso 1,print(6 / 1)
dividi 6 per 3,print(6 / 3)
6 diviso 3,print(6 / 3)
dividi 6 per 5,print(6 / 5)
6 diviso 5,print(6 / 5)
dividi 6 per 7,print(6 / 7)
6 diviso 7,print(6 / 7)
dividi 6 per 9,print(6 / 9)
6 diviso 9,print(6 / 9)
dividi 6 per 11,print(6 / 11)
6 diviso 11,print(6 / 11)
dividi 6 per 13,print(6 / 13)
6 diviso 13,print(6 / 13)
dividi 6 per 15,print(6 / 15)
6 diviso 15,print(6 / 15)
dividi 6 per 17,print(6 / 17)
6 diviso 17,print(6 / 17)
dividi 6 per 19,print(6 / 19)
6 diviso 19,print(6 / 19)
dividi 11 per 1,print(11 / 1)
11 diviso 1,print(11 / 1)
dividi 11 per 3,print(11 / 3)
11 diviso 3,print(11 / 3)
dividi 11 per 5,print(11 / 5)
11 diviso 5,print(11 / 5)
dividi 11 per 7,print(11 / 7)
11 diviso 7,print(11 / 7)
dividi 11 per 9,print(11 / 9)
11 diviso 9,print(11 / 9)
dividi 11 per 11,print(11 / 11)
11 diviso 11,print(11 / 11)
dividi 11 per 13,print(11 / 13)
11 diviso 13,print(11 / 13)
dividi 11 per 15,print(11 / 15)
11 diviso 15,print(11 / 15)
dividi 11 per 17,print(11 / 17)
11 diviso 17,print(11 / 17)
dividi 11 per 19,print(11 / 19)
11 diviso 19,print(11 / 19)
dividi 16 per 1,print(16 / 1)
16 diviso 1,print(16 / 1)
dividi 16 per 3,print(16 / 3)
16 diviso 3,print(16 / 3)
dividi 16 per 5,print(16 / 5)
16 diviso 5,print(16 / 5)
dividi 16 per 7,print(16 / 7)
16 diviso 7,print(16 / 7)
dividi 16 per 9,print(16 / 9)
16 diviso 9,print(16 / 9)
dividi 16 per 11,print(16 / 11)
16 diviso 11,print(16 / 11)
dividi 16 per 13,print(16 / 13)
16 diviso 13,print(16 / 13)
dividi 16 per 15,print(16 / 15)
16 diviso 15,print(16 / 15)
dividi 16 per 17,print(16 / 17)
16 diviso 17,print(16 / 17)
dividi 16 per 19,print(16 / 19)
16 diviso 19,print(16 / 19)
dividi 21 per 1,print(21 / 1)
21 diviso 1,print(21 / 1)
dividi 21 per 3,print(21 / 3)
21 diviso 3,print(21 / 3)
dividi 21 per 5,print(21 / 5)
21 diviso 5,print(21 / 5)
dividi 21 per 7,print(21 / 7)
21 diviso 7,print(21 / 7)
dividi 21 per 9,print(21 / 9)
21 diviso 9,print(21 / 9)
dividi 21 per 11,print(21 / 11)
21 diviso 11,print(21 / 11)
dividi 21 per 13,print(21 / 13)
21 diviso 13,print(21 / 13)
dividi 21 per 15,print(21 / 15)
21 diviso 15,print(21 / 15)
dividi 21 per 17,print(21 / 17)
21 diviso 17,print(21 / 17)
dividi 21 per 19,print(21 / 19)
21 diviso 19,print(21 / 19)
dividi 26 per 1,print(26 / 1)
26 diviso 1,print(26 / 1)
dividi 26 per 3,print(26 / 3)
26 diviso 3,print(26 / 3)
dividi 26 per 5,print(26 / 5)
26 diviso 5,print(26 / 5)
dividi 26 per 7,print(26 / 7)
26 diviso 7,print(26 / 7)
dividi 26 per 9,print(26 / 9)
26 diviso 9,print(26 / 9)
dividi 26 per 11,print(26 / 11)
26 diviso 11,print(26 / 11)
dividi 26 per 13,print(26 / 13)
26 diviso 13,print(26 / 13)
dividi 26 per 15,print(26 / 15)
26 diviso 15,print(26 / 15)
dividi 26 per 17,print(26 / 17)
26 diviso 17,print(26 / 17)
dividi 26 per 19,print(26 / 19)
26 diviso 19,print(26 / 19)
dividi 31 per 1,print(31 / 1)
31 diviso 1,print(31 / 1)
dividi 31 per 3,print(31 / 3)
31 diviso 3,print(31 / 3)
dividi 31 per 5,print(31 / 5)
31 diviso 5,print(31 / 5)
dividi 31 per 7,print(31 / 7)
31 diviso 7,print(31 / 7)
dividi 31 per 9,print(31 / 9)
31 diviso 9,print(31 / 9)
dividi 31 per 11,print(31 / 11)
31 diviso 11,print(31 / 11)
dividi 31 per 13,print(31 / 13)
31 diviso 13,print(31 / 13)
dividi 31 per 15,print(31 / 15)
31 diviso 15,print(31 / 15)
dividi 31 per 17,print(31 / 17)
31 diviso 17,print(31 / 17)
dividi 31 per 19,print(31 / 19)
31 diviso 19,print(31 / 19)
dividi 36 per 1,print(36 / 1)
36 diviso 1,print(36 / 1)
dividi 36 per 3,print(36 / 3)
36 diviso 3,print(36 / 3)
dividi 36 per 5,print(36 / 5)
36 diviso 5,print(36 / 5)
dividi 36 per 7,print(36 / 7)
36 diviso 7,print(36 / 7)
dividi 36 per 9,print(36 / 9)
36 diviso 9,print(36 / 9)
dividi 36 per 11,print(36 / 11)
36 diviso 11,print(36 / 11)
dividi 36 per 13,print(36 / 13)
36 diviso 13,print(36 / 13)
dividi 36 per 15,print(36 / 15)
36 diviso 15,print(36 / 15)
dividi 36 per 17,print(36 / 17)
36 diviso 17,print(36 / 17)
dividi 36 per 19,print(36 / 19)
36 diviso 19,print(36 / 19)
dividi 41 per 1,print(41 / 1)
41 diviso 1,print(41 / 1)
dividi 41 per 3,print(41 / 3)
41 diviso 3,print(41 / 3)
dividi 41 per 5,print(41 / 5)
41 diviso 5,print(41 / 5)
dividi 41 per 7,print(41 / 7)
41 diviso 7,print(41 / 7)
dividi 41 per 9,print(41 / 9)
41 diviso 9,print(41 / 9)
dividi 41 per 11,print(41 / 11)
41 diviso 11,print(41 / 11)
dividi 41 per 13,print(41 / 13)
41 diviso 13,print(41 / 13)
dividi 41 per 15,print(41 / 15)
41 diviso 15,print(41 / 15)
dividi 41 per 17,print(41 / 17)
41 diviso 17,print(41 / 17)
dividi 41 per 19,print(41 / 19)
41 diviso 19,print(41 / 19)
dividi 46 per 1,print(46 / 1)
46 diviso 1,print(46 / 1)
dividi 46 per 3,print(46 / 3)
46 diviso 3,print(46 / 3)
dividi 46 per 5,print(46 / 5)
46 diviso 5,print(46 / 5)
dividi 46 per 7,print(46 / 7)
46 diviso 7,print(46 / 7)
dividi 46 per 9,print(46 / 9)
46 diviso 9,print(46 / 9)
dividi 46 per 11,print(46 / 11)
46 diviso 11,print(46 / 11)
dividi 46 per 13,print(46 / 13)
46 diviso 13,print(46 / 13)
dividi 46 per 15,print(46 / 15)
46 diviso 15,print(46 / 15)
dividi 46 per 17,print(46 / 17)
46 diviso 17,print(46 / 17)
dividi 46 per 19,print(46 / 19)
46 diviso 19,print(46 / 19)
dividi 51 per 1,print(51 / 1)
51 diviso 1,print(51 / 1)
dividi 51 per 3,print(51 / 3)
51 diviso 3,print(51 / 3)
dividi 51 per 5,print(51 / 5)
51 diviso 5,print(51 / 5)
dividi 51 per 7,print(51 / 7)
51 diviso 7,print(51 / 7)
dividi 51 per 9,print(51 / 9)
51 diviso 9,print(51 / 9)
dividi 51 per 11,print(51 / 11)
51 diviso 11,print(51 / 11)
dividi 51 per 13,print(51 / 13)
51 diviso 13,print(51 / 13)
dividi 51 per 15,print(51 / 15)
51 diviso 15,print(51 / 15)
dividi 51 per 17,print(51 / 17)
51 diviso 17,print(51 / 17)
dividi 51 per 19,print(51 / 19)
51 diviso 19,print(51 / 19)
dividi 56 per 1,print(56 / 1)
56 diviso 1,print(56 / 1)
dividi 56 per 3,print(56 / 3)
56 diviso 3,print(56 / 3)
dividi 56 per 5,print(56 / 5)
56 diviso 5,print(56 / 5)
dividi 56 per 7,print(56 / 7)
56 diviso 7,print(56 / 7)
dividi 56 per 9,print(56 / 9)
56 diviso 9,print(56 / 9)
dividi 56 per 11,print(56 / 11)
56 diviso 11,print(56 / 11)
dividi 56 per 13,print(56 / 13)
56 diviso 13,print(56 / 13)
